measurement_date,river_flow,groundwater_level,reservoir_level
2016-04-11,34,0,29.5
2016-04-10,34,0,29.5
2016-04-09,34,0,29.5
2016-04-08,35,0,31
2016-04-07,35,0,31
2016-04-06,35,0,31
2016-04-05,35,0,31
2016-04-04,35,0,31
2016-04-03,35,0,31
2016-04-02,35,0,31
2016-04-01,35,0,31
2016-03-31,36,0,31
2016-03-30,36,0,31
2016-03-29,36,0,31
2016-03-28,36,0,32
2016-03-27,37,0,32
2016-03-26,37,0,32
2016-03-25,37,0,32
2016-03-24,37,0,32
2016-03-23,38,0,32
2016-03-22,38,0,32
2016-03-21,38,0,32
2016-03-20,38,0,32
2016-03-19,39,0,32
2016-03-18,39,0,32
2016-03-17,39,0,32
2016-03-16,39,0,32
2016-03-15,39,0,32
2016-03-14,40,0,32
2016-03-13,40,0,32
2016-03-12,40,0,32
2016-03-11,40,0,32
2016-03-10,40,0,32
2016-03-09,41,0,33.5
2016-03-08,41,0,33.5
2016-03-07,41,0,33.5
2016-03-06,41,0,33.5
2016-03-05,42,0,33.5
2016-03-04,42,0,33.5
2016-03-03,43,0,33.5
2016-03-02,44,0,33.5
2016-03-01,44,0,33.5
2016-02-29,45,0,33.5
2016-02-28,46,0,33.5
2016-02-27,46,0,33.5
2016-02-26,47,0,33.5
2016-02-25,49,0,33.5
2016-02-24,50,0,33.5
2016-02-23,50,0,35
2016-02-22,51,0,35
2016-02-21,52,0,35
2016-02-20,53,0,35
2016-02-19,53,0,35
2016-02-18,55,0,35
2016-02-17,56,0,35
2016-02-16,57,0,35
2016-02-15,57,0,35
2016-02-14,58,0,37
2016-02-13,58,0,38
2016-02-12,60,0,38
2016-02-11,60,0,38
2016-02-10,60,0,38
2016-02-09,61,0,38
2016-02-08,61,0,38
2016-02-07,62,0,38
2016-02-06,62,0,40
2016-02-05,63,0,40
2016-02-04,63,0,40
2016-02-03,65,0,40
2016-02-02,66,0,40
2016-02-01,67,0,41
2016-01-31,69,0,41
2016-01-30,69,0,41
2016-01-29,70,0,41
2016-01-28,71,0,42
2016-01-27,71,0,42
2016-01-26,73,0,42
2016-01-25,73,0,42
2016-01-24,74,0,42
2016-01-23,-999,0,42
2016-01-22,-999,0,42
2016-01-21,-999,0,42
2016-01-20,-999,0,42
2016-01-19,-999,0,44.5
2016-01-18,76,0,44.5
2016-01-17,76,0,44.5
2016-01-16,76,0,44.5
2016-01-15,76,0,44.5
2016-01-14,76,0,44.5
2016-01-13,77,0,44.5
2016-01-12,77,0,44.5
2016-01-11,79,0,44.5
2016-01-10,79,0,44.5
2016-01-09,80,0,44.5
2016-01-08,81,0,46
2016-01-07,83,0,46
2016-01-06,84,0,46
2016-01-05,84,0,46
2016-01-04,86,0,46
2016-01-03,86,0,47
2016-01-02,86,0,47
2016-01-01,87,0,47
2015-12-31,87,0,47
2015-12-30,89,0,47
2015-12-29,89,0,49
2015-12-28,90,0,49
2015-12-27,90,0,49
2015-12-26,92,0,51.5
2015-12-25,94,0,51.5
2015-12-24,95,0,51.5
2015-12-23,97,0,51.5
2015-12-22,98,0,54
2015-12-21,100,0,54
2015-12-20,104,0,54
2015-12-19,105,0,54
2015-12-18,107,0,56
2015-12-17,109,0,56
2015-12-16,110,0,56
2015-12-15,110,0,56
2015-12-14,112,0,58
2015-12-13,115,0,58
2015-12-12,117,0,58
2015-12-11,121,0,58
2015-12-10,122,0,59
2015-12-09,124,0,59
2015-12-08,126,0,59
2015-12-07,128,0,59
2015-12-06,129,0,59
2015-12-05,131,0,59
2015-12-04,133,0,61
2015-12-03,133,0,61
2015-12-02,135,0,61
2015-12-01,135,0,61
2015-11-30,141,0,61
2015-11-29,144,0,61
2015-11-28,146,0,61
2015-11-27,152,0,61
2015-11-26,156,0,63.5
2015-11-25,158,0,63.5
2015-11-24,162,0,63.5
2015-11-23,164,0,63.5
2015-11-22,170,0,63.5
2015-11-21,174,0,63.5
2015-11-20,176,0,63.5
2015-11-19,178,0,65
2015-11-18,185,0,65
2015-11-17,189,0,65
2015-11-16,193,0,65
2015-11-15,200,0,65
2015-11-14,205,0,67
2015-11-13,211,0,67
2015-11-12,218,0,67
2015-11-11,223,0,67
2015-11-10,230,0,67
2015-11-09,237,0,67
2015-11-08,244,0,68
2015-11-07,256,0,68
2015-11-06,262,0,68
2015-11-05,272,0,68
2015-11-04,277,0,68
2015-11-03,299,0,69
2015-11-02,309,0,69
2015-11-01,314,0,69
2015-10-31,328,0,69
2015-10-30,340,0,69
2015-10-29,352,0,69
2015-10-28,373,0,70
2015-10-27,392,0,70
2015-10-26,401,0,70
2015-10-25,421,0,70
2015-10-24,434,0,72
2015-10-23,458,0,75
2015-10-22,468,0,76
2015-10-21,492,0,76
2015-10-20,517,0,76
2015-10-19,535,0,76
2015-10-18,547,0,77
2015-10-17,565,0,77.5
2015-10-16,588,0,77.5
2015-10-15,619,0,77.5
2015-10-14,663,0,77.5
2015-10-13,725,0,78
2015-10-12,768,0,78
2015-10-11,813,0,78
2015-10-10,858,0,78
2015-10-09,909,0,78
2015-10-08,923,0,78.5
2015-10-07,-999,0,78.5
2015-10-06,-999,0,78.5
2015-10-05,-999,0,78.5
2015-10-04,-999,0,78.5
2015-10-03,-999,0,78.5
2015-10-02,-999,0,79
2015-10-01,-999,0,79
2015-09-30,1112,0,79
2015-09-29,1101,0,79
2015-09-28,1101,0,80.5
2015-09-27,1101,0,80.5
2015-09-26,1092,0,80.5
2015-09-25,1081,0,80.5
2015-09-24,1076,0,80.5
2015-09-23,1056,0,80.5
2015-09-22,1066,0,82
2015-09-21,1066,0,82
2015-09-20,1066,0,82
2015-09-19,1071,0,82
2015-09-18,1071,0,82
2015-09-17,1066,0,82
2015-09-16,1061,0,82
2015-09-15,1051,0,82
2015-09-14,1041,0,84
2015-09-13,1026,0,84
2015-09-12,1011,0,84
2015-09-11,1001,0,84
2015-09-10,981,0,84
2015-09-09,967,0,84
2015-09-08,933,0,86
2015-09-07,900,0,87
2015-09-06,858,0,89
2015-09-05,808,0,90
2015-09-04,747,0,92
2015-09-03,623,0,92
2015-09-02,573,0,94
2015-09-01,458,0,97
2015-08-31,421,0,97
2015-08-30,411,0,97
2015-08-29,427,0,97
2015-08-28,427,0,97
2015-08-27,451,0,97
2015-08-26,478,0,97
2015-08-25,478,0,97
2015-08-24,482,0,97
2015-08-23,482,0,97
2015-08-22,485,0,97
2015-08-21,485,0,97
2015-08-20,499,0,97
2015-08-19,514,0,97
2015-08-18,514,0,97
2015-08-17,468,0,97
2015-08-16,482,0,97
2015-08-15,492,0,97
2015-08-14,493,0,97.5
2015-08-13,503,0,97.5
2015-08-12,521,0,97.5
2015-08-11,547,0,97.5
2015-08-10,600,0,97.5
2015-08-09,573,0,97.5
2015-08-08,539,0,97.5
2015-08-07,471,0,97.5
2015-08-06,401,0,97.5
2015-08-05,346,0,96
2015-08-04,328,0,96
2015-08-03,297,0,96
2015-08-02,267,0,92
2015-08-01,254,0,92
2015-07-31,247,0,92
2015-07-30,269,0,88
2015-07-29,247,0,88
2015-07-28,257,0,88
2015-07-27,269,0,88
2015-07-26,277,0,87
2015-07-25,297,0,86
2015-07-24,302,0,85
2015-07-23,257,0,85
2015-07-22,244,0,85
2015-07-21,242,0,85
2015-07-20,239,0,83.5
2015-07-19,230,0,83.5
2015-07-18,256,0,80
2015-07-17,277,0,79
2015-07-16,267,0,78
2015-07-15,267,0,77
2015-07-14,272,0,77
2015-07-13,305,0,76
2015-07-12,343,0,76
2015-07-11,349,0,76
2015-07-10,331,0,76
2015-07-09,277,0,76
2015-07-08,191,0,74
2015-07-07,183,0,73
2015-07-06,152,0,73
2015-07-05,142,0,73
2015-07-04,141,0,73
2015-07-03,141,0,71
2015-07-02,142,0,70
2015-07-01,142,0,69
2015-06-30,141,0,67.5
2015-06-29,139,0,67.5
2015-06-28,139,0,67.5
2015-06-27,137,0,67.5
2015-06-26,141,0,65
2015-06-25,154,0,63.5
2015-06-24,148,0,63.5
2015-06-23,133,0,63.5
2015-06-22,122,0,62
2015-06-21,110,0,62
2015-06-20,107,0,62
2015-06-19,100,0,62
2015-06-18,95,0,62
2015-06-17,89,0,61
2015-06-16,87,0,61
2015-06-15,84,0,61
2015-06-14,79,0,61
2015-06-13,73,0,59.5
2015-06-12,70,0,59.5
2015-06-11,66,0,59.5
2015-06-10,58,0,59.5
2015-06-09,57,0,57
2015-06-08,56,0,56.5
2015-06-07,52,0,56.5
2015-06-06,49,0,56.5
2015-06-05,50,0,56.5
2015-06-04,51,0,56.5
2015-06-03,51,0,56.5
2015-06-02,52,0,56.5
2015-06-01,52,0,56.5
2015-05-31,52,0,56.5
2015-05-30,52,0,56.5
2015-05-29,52,0,54
2015-05-28,52,0,54
2015-05-27,48,0,53
2015-05-26,48,0,52
2015-05-25,48,0,52
2015-05-24,47,0,51
2015-05-23,45,0,51
2015-05-22,42,0,51
2015-05-21,41,0,49
2015-05-20,40,0,48.5
2015-05-19,40,0,48.5
2015-05-18,39,0,48.5
2015-05-17,39,0,46
2015-05-16,39,0,45
2015-05-15,37,0,43
2015-05-14,36,0,42
2015-05-13,35,0,41
2015-05-12,34,0,39
2015-05-11,33,0,37
2015-05-10,33,0,36
2015-05-09,31,0,35.5
2015-05-08,31,0,34
2015-05-07,31,0,33
2015-05-06,30,0,32.5
2015-05-05,30,0,32.5
2015-05-04,29,0,32.5
2015-05-03,29,0,32.5
2015-05-02,27,0,32.5
2015-05-01,27,0,32.5
2015-04-30,26,0,32.5
2015-04-29,26,0,32.5
2015-04-28,27,0,32.5
2015-04-27,27,0,32.5
2015-04-26,28,0,32.5
2015-04-25,28,0,32
2015-04-24,29,0,32
2015-04-23,29,0,32
2015-04-22,29,0,32
2015-04-21,30,0,32
2015-04-20,30,0,32
2015-04-19,30,0,32
2015-04-18,30,0,32
2015-04-17,31,0,32
2015-04-16,31,0,32
2015-04-15,32,0,32
2015-04-14,32,0,31.5
2015-04-13,33,0,31.5
2015-04-12,33,0,31.5
2015-04-11,32,0,31.5
2015-04-10,31,0,31.5
2015-04-09,31,0,31.5
2015-04-08,29,0,31
2015-04-07,29,0,31
2015-04-06,30,0,31
2015-04-05,30,0,31
2015-04-04,31,0,31
2015-04-03,31,0,31
2015-04-02,31,0,31
2015-04-01,32,0,31
2015-03-31,32,0,31
2015-03-30,32,0,31
2015-03-29,32,0,31
2015-03-28,33,0,32
2015-03-27,33,0,32
2015-03-26,34,0,32
2015-03-25,34,0,32
2015-03-24,35,0,32
2015-03-23,35,0,32
2015-03-22,35,0,32
2015-03-21,36,0,32
2015-03-20,36,0,32
2015-03-19,36,0,32
2015-03-18,37,0,32
2015-03-17,37,0,32
2015-03-16,37,0,32
2015-03-15,37,0,32
2015-03-14,38,0,32
2015-03-13,38,0,32
2015-03-12,38,0,32
2015-03-11,39,0,32
2015-03-10,39,0,32
2015-03-09,39,0,33.5
2015-03-08,39,0,33.5
2015-03-07,39,0,33.5
2015-03-06,40,0,33.5
2015-03-05,40,0,33.5
2015-03-04,41,0,33.5
2015-03-03,41,0,33.5
2015-03-02,42,0,33.5
2015-03-01,42,0,33.5
2015-02-28,43,0,33.5
2015-02-27,44,0,33.5
2015-02-26,44,0,33.5
2015-02-25,45,0,33.5
2015-02-24,45,0,33.5
2015-02-23,46,0,33.5
2015-02-22,46,0,35
2015-02-21,47,0,35
2015-02-20,47,0,35
2015-02-19,49,0,35
2015-02-18,49,0,35
2015-02-17,50,0,35
2015-02-16,50,0,35
2015-02-15,50,0,35
2015-02-14,50,0,35
2015-02-13,51,0,37
2015-02-12,52,0,38
2015-02-11,53,0,38
2015-02-10,53,0,38
2015-02-09,53,0,38
2015-02-08,55,0,38
2015-02-07,55,0,38
2015-02-06,56,0,38
2015-02-05,56,0,40
2015-02-04,57,0,40
2015-02-03,58,0,40
2015-02-02,60,0,40
2015-02-01,60,0,40
2015-01-31,61,0,41
2015-01-30,62,0,41
2015-01-29,62,0,41
2015-01-28,62,0,41
2015-01-27,63,0,42
2015-01-26,63,0,42
2015-01-25,65,0,42
2015-01-24,66,0,42
2015-01-23,67,0,42
2015-01-22,69,0,42
2015-01-21,69,0,42
2015-01-20,69,0,42
2015-01-19,70,0,42
2015-01-18,71,0,44.5
2015-01-17,73,0,44.5
2015-01-16,73,0,44.5
2015-01-15,74,0,44.5
2015-01-14,74,0,44.5
2015-01-13,74,0,44.5
2015-01-12,74,0,44.5
2015-01-11,74,0,44.5
2015-01-10,74,0,44.5
2015-01-09,74,0,44.5
2015-01-08,74,0,44.5
2015-01-07,74,0,46
2015-01-06,74,0,46
2015-01-05,74,0,46
2015-01-04,74,0,46
2015-01-03,74,0,46
2015-01-02,76,0,47
2015-01-01,77,0,47
2014-12-31,79,0,47
2014-12-30,80,0,47
2014-12-29,81,0,47
2014-12-28,83,0,49
2014-12-27,83,0,49
2014-12-26,83,0,49
2014-12-25,84,0,51.5
2014-12-24,84,0,51.5
2014-12-23,86,0,51.5
2014-12-22,87,0,51.5
2014-12-21,87,0,54
2014-12-20,87,0,54
2014-12-19,90,0,54
2014-12-18,90,0,54
2014-12-17,90,0,56
2014-12-16,92,0,56
2014-12-15,95,0,56
2014-12-14,98,0,56
2014-12-13,100,0,58
2014-12-12,102,0,58
2014-12-11,105,0,58
2014-12-10,105,0,58
2014-12-09,107,0,59
2014-12-08,107,0,59
2014-12-07,107,0,59
2014-12-06,107,0,59
2014-12-05,109,0,59
2014-12-04,115,0,59
2014-12-03,115,0,61
2014-12-02,122,0,61
2014-12-01,122,0,61
2014-11-30,124,0,61
2014-11-29,131,0,61
2014-11-28,133,0,61
2014-11-27,139,0,61
2014-11-26,141,0,61
2014-11-25,141,0,63.5
2014-11-24,146,0,63.5
2014-11-23,152,0,63.5
2014-11-22,154,0,63.5
2014-11-21,162,0,63.5
2014-11-20,164,0,63.5
2014-11-19,172,0,63.5
2014-11-18,178,0,65
2014-11-17,183,0,65
2014-11-16,185,0,65
2014-11-15,191,0,65
2014-11-14,196,0,65
2014-11-13,202,0,67
2014-11-12,207,0,67
2014-11-11,216,0,67
2014-11-10,223,0,67
2014-11-09,225,0,67
2014-11-08,237,0,67
2014-11-07,237,0,68
2014-11-06,237,0,68
2014-11-05,249,0,68
2014-11-04,237,0,68
2014-11-03,237,0,68
2014-11-02,247,0,69
2014-11-01,256,0,69
2014-10-31,269,0,69
2014-10-30,297,0,69
2014-10-29,297,0,69
2014-10-28,309,0,69
2014-10-27,322,0,70
2014-10-26,346,0,70
2014-10-25,361,0,70
2014-10-24,373,0,70
2014-10-23,379,0,72
2014-10-22,389,0,75
2014-10-21,401,0,76
2014-10-20,408,0,76
2014-10-19,408,0,76
2014-10-18,384,0,76
2014-10-17,384,0,77
2014-10-16,398,0,77.5
2014-10-15,405,0,77.5
2014-10-14,421,0,77.5
2014-10-13,-999,0,77.5
2014-10-12,475,0,78
2014-10-11,492,0,78
2014-10-10,517,0,78
2014-10-09,539,0,78
2014-10-08,539,0,78
2014-10-07,535,0,78.5
2014-10-06,565,0,78.5
2014-10-05,592,0,78.5
2014-10-04,615,0,78.5
2014-10-03,623,0,78.5
2014-10-02,635,0,78.5
2014-10-01,643,0,79
2014-09-30,651,0,79
2014-09-29,659,0,79
2014-09-28,692,0,79
2014-09-27,704,0,80.5
2014-09-26,717,0,80.5
2014-09-25,730,0,80.5
2014-09-24,782,0,80.5
2014-09-23,813,0,80.5
2014-09-22,826,0,80.5
2014-09-21,822,0,82
2014-09-20,813,0,82
2014-09-19,804,0,82
2014-09-18,808,0,82
2014-09-17,813,0,82
2014-09-16,817,0,82
2014-09-15,822,0,82
2014-09-14,831,0,82
2014-09-13,813,0,84
2014-09-12,795,0,84
2014-09-11,795,0,84
2014-09-10,768,0,84
2014-09-09,768,0,84
2014-09-08,755,0,84
2014-09-07,742,0,86
2014-09-06,734,0,87
2014-09-05,725,0,89
2014-09-04,717,0,90
2014-09-03,704,0,92
2014-09-02,700,0,92
2014-09-01,684,0,94
2014-08-31,643,0,97
2014-08-30,615,0,97
2014-08-29,611,0,97
2014-08-28,611,0,97
2014-08-27,643,0,97
2014-08-26,675,0,97
2014-08-25,725,0,97
2014-08-24,713,0,97
2014-08-23,692,0,97
2014-08-22,679,0,97
2014-08-21,651,0,97
2014-08-20,647,0,97
2014-08-19,643,0,97
2014-08-18,651,0,97
2014-08-17,655,0,97
2014-08-16,659,0,97
2014-08-15,692,0,97
2014-08-14,704,0,97
2014-08-13,692,0,97.5
2014-08-12,659,0,97.5
2014-08-11,651,0,97.5
2014-08-10,651,0,97.5
2014-08-09,631,0,97.5
2014-08-08,639,0,97.5
2014-08-07,639,0,97.5
2014-08-06,623,0,97.5
2014-08-05,580,0,97.5
2014-08-04,561,0,96
2014-08-03,565,0,96
2014-08-02,569,0,96
2014-08-01,561,0,92
2014-07-31,554,0,92
2014-07-30,573,0,92
2014-07-29,592,0,88
2014-07-28,584,0,88
2014-07-27,543,0,88
2014-07-26,485,0,88
2014-07-25,458,0,87
2014-07-24,434,0,86
2014-07-23,370,0,85
2014-07-22,349,0,85
2014-07-21,358,0,85
2014-07-20,373,0,85
2014-07-19,361,0,83.5
2014-07-18,343,0,83.5
2014-07-17,343,0,80
2014-07-16,340,0,79
2014-07-15,305,0,78
2014-07-14,274,0,77
2014-07-13,225,0,77
2014-07-12,214,0,76
2014-07-11,198,0,76
2014-07-10,170,0,76
2014-07-09,144,0,76
2014-07-08,131,0,76
2014-07-07,122,0,74
2014-07-06,121,0,73
2014-07-05,117,0,73
2014-07-04,115,0,73
2014-07-03,114,0,73
2014-07-02,115,0,71
2014-07-01,119,0,70
2014-06-30,121,0,69
2014-06-29,124,0,67.5
2014-06-28,124,0,67.5
2014-06-27,122,0,67.5
2014-06-26,110,0,67.5
2014-06-25,107,0,65
2014-06-24,104,0,63.5
2014-06-23,98,0,63.5
2014-06-22,90,0,63.5
2014-06-21,62,0,63.5
2014-06-20,55,0,63.5
2014-06-19,52,0,63.5
2014-06-18,46,0,63.5
2014-06-17,42,0,63.5
2014-06-16,43,0,63
2014-06-15,43,0,63
2014-06-14,42,0,63
2014-06-13,42,0,63
2014-06-12,43,0,63
2014-06-11,43,0,62.5
2014-06-10,44,0,62.5
2014-06-09,45,0,62.5
2014-06-08,44,0,62.5
2014-06-07,44,0,62.5
2014-06-06,43,0,62.5
2014-06-05,41,0,62.5
2014-06-04,41,0,60
2014-06-03,41,0,60
2014-06-02,40,0,60
2014-06-01,40,0,60
2014-05-31,42,0,58
2014-05-30,41,0,58
2014-05-29,40,0,58
2014-05-28,40,0,58
2014-05-27,40,0,56.5
2014-05-26,41,0,56.5
2014-05-25,39,0,56.5
2014-05-24,38,0,56.5
2014-05-23,37,0,56.5
2014-05-22,34,0,53
2014-05-21,31,0,53
2014-05-20,30,0,52
2014-05-19,-999,0,50
2014-05-18,-999,0,48
2014-05-17,-999,0,45
2014-05-16,-999,0,41
2014-05-15,-999,0,41
2014-05-14,-999,0,41
2014-05-13,-999,0,39
2014-05-12,-999,0,39
2014-05-11,-999,0,37
2014-05-10,-999,0,37
2014-05-09,-999,0,37
2014-05-08,-999,0,37
2014-05-07,-999,0,37
2014-05-06,-999,0,35
2014-05-05,-999,0,33
2014-05-04,-999,0,31
2014-05-03,-999,0,29
2014-05-02,-999,0,27
2014-05-01,-999,0,27
2014-04-30,-999,0,28
2014-04-29,-999,0,28
2014-04-28,-999,0,28
2014-04-27,-999,0,28
2014-04-26,-999,0,28
2014-04-25,-999,0,28
2014-04-24,-999,0,28.5
2014-04-23,-999,0,28.5
2014-04-22,47,0,28.5
2014-04-21,45,0,28.5
2014-04-20,44,0,28.5
2014-04-19,41,0,28.5
2014-04-18,42,0,28.5
2014-04-17,43,0,28.5
2014-04-16,45,0,29.5
2014-04-15,47,0,29.5
2014-04-14,47,0,29.5
2014-04-13,45,0,29.5
2014-04-12,38,0,29.5
2014-04-11,28,0,29.5
2014-04-10,26,0,29.5
2014-04-09,25,0,29.5
2014-04-08,23,0,31
2014-04-07,21,0,31
2014-04-06,19,0,31
2014-04-05,17,0,31
2014-04-04,16,0,31
2014-04-03,15,0,31
2014-04-02,15,0,31
2014-04-01,14,0,31
2014-03-31,14,0,31
2014-03-30,13,0,31
2014-03-29,13,0,31
2014-03-28,13,0,32
2014-03-27,13,0,32
2014-03-26,13,0,32
2014-03-25,13,0,32
2014-03-24,14,0,32
2014-03-23,14,0,32
2014-03-22,14,0,32
2014-03-21,15,0,32
2014-03-20,15,0,32
2014-03-19,15,0,32
2014-03-18,15,0,32
2014-03-17,15,0,32
2014-03-16,15,0,32
2014-03-15,16,0,32
2014-03-14,16,0,32
2014-03-13,17,0,32
2014-03-12,17,0,32
2014-03-11,17,0,32
2014-03-10,17,0,32
2014-03-09,17,0,33.5
2014-03-08,18,0,33.5
2014-03-07,18,0,33.5
2014-03-06,19,0,33.5
2014-03-05,19,0,33.5
2014-03-04,20,0,33.5
2014-03-03,20,0,33.5
2014-03-02,20,0,33.5
2014-03-01,20,0,33.5
2014-02-28,20,0,33.5
2014-02-27,20,0,33.5
2014-02-26,21,0,33.5
2014-02-25,21,0,33.5
2014-02-24,22,0,33.5
2014-02-23,23,0,33.5
2014-02-22,23,0,35
2014-02-21,24,0,35
2014-02-20,24,0,35
2014-02-19,25,0,35
2014-02-18,25,0,35
2014-02-17,25,0,35
2014-02-16,25,0,35
2014-02-15,26,0,35
2014-02-14,26,0,35
2014-02-13,27,0,37
2014-02-12,27,0,38
2014-02-11,28,0,38
2014-02-10,28,0,38
2014-02-09,29,0,38
2014-02-08,29,0,38
2014-02-07,30,0,38
2014-02-06,31,0,38
2014-02-05,31,0,40
2014-02-04,32,0,40
2014-02-03,33,0,40
2014-02-02,34,0,40
2014-02-01,32,0,40
2014-01-31,33,0,41
2014-01-30,34,0,41
2014-01-29,35,0,41
2014-01-28,35,0,41
2014-01-27,35,0,42
2014-01-26,36,0,42
2014-01-25,36,0,42
2014-01-24,36,0,42
2014-01-23,36,0,42
2014-01-22,36,0,42
2014-01-21,37,0,42
2014-01-20,37,0,42
2014-01-19,38,0,42
2014-01-18,38,0,44.5
2014-01-17,39,0,44.5
2014-01-16,39,0,44.5
2014-01-15,40,0,44.5
2014-01-14,40,0,44.5
2014-01-13,41,0,44.5
2014-01-12,41,0,44.5
2014-01-11,42,0,44.5
2014-01-10,43,0,44.5
2014-01-09,44,0,44.5
2014-01-08,44,0,44.5
2014-01-07,45,0,46
2014-01-06,46,0,46
2014-01-05,46,0,46
2014-01-04,47,0,46
2014-01-03,47,0,46
2014-01-02,49,0,47
2014-01-01,50,0,47
2013-12-31,50,0,47
2013-12-30,51,0,47
2013-12-29,51,0,47
2013-12-28,52,0,49
2013-12-27,53,0,49
2013-12-26,53,0,49
2013-12-25,55,0,51.5
2013-12-24,56,0,51.5
2013-12-23,57,0,51.5
2013-12-22,58,0,51.5
2013-12-21,58,0,54
2013-12-20,58,0,54
2013-12-19,60,0,54
2013-12-18,60,0,54
2013-12-17,61,0,56
2013-12-16,61,0,56
2013-12-15,62,0,56
2013-12-14,62,0,56
2013-12-13,-999,0,58
2013-12-12,-999,0,58
2013-12-11,-999,0,58
2013-12-10,-999,0,58
2013-12-09,-999,0,59
2013-12-08,-999,0,59
2013-12-07,-999,0,59
2013-12-06,-999,0,59
2013-12-05,-999,0,59
2013-12-04,76,0,59
2013-12-03,77,0,61
2013-12-02,79,0,61
2013-12-01,80,0,61
2013-11-30,83,0,61
2013-11-29,84,0,61
2013-11-28,84,0,61
2013-11-27,86,0,61
2013-11-26,87,0,61
2013-11-25,89,0,63.5
2013-11-24,89,0,63.5
2013-11-23,90,0,63.5
2013-11-22,92,0,63.5
2013-11-21,94,0,63.5
2013-11-20,95,0,63.5
2013-11-19,97,0,63.5
2013-11-18,98,0,65
2013-11-17,102,0,65
2013-11-16,104,0,65
2013-11-15,105,0,65
2013-11-14,107,0,65
2013-11-13,112,0,67
2013-11-12,115,0,67
2013-11-11,119,0,67
2013-11-10,122,0,67
2013-11-09,126,0,67
2013-11-08,129,0,67
2013-11-07,133,0,68
2013-11-06,137,0,68
2013-11-05,139,0,68
2013-11-04,142,0,68
2013-11-03,146,0,68
2013-11-02,152,0,69
2013-11-01,158,0,69
2013-10-31,162,0,69
2013-10-30,170,0,69
2013-10-29,176,0,69
2013-10-28,185,0,69
2013-10-27,196,0,70
2013-10-26,202,0,70
2013-10-25,209,0,70
2013-10-24,221,0,70
2013-10-23,239,0,72
2013-10-22,256,0,75
2013-10-21,267,0,76
2013-10-20,272,0,76
2013-10-19,277,0,76
2013-10-18,305,0,76
2013-10-17,299,0,77
2013-10-16,277,0,77.5
2013-10-15,272,0,77.5
2013-10-14,262,0,77.5
2013-10-13,244,0,77.5
2013-10-12,244,0,78
2013-10-11,259,0,78
2013-10-10,267,0,78
2013-10-09,269,0,78
2013-10-08,272,0,78
2013-10-07,277,0,78.5
2013-10-06,311,0,78.5
2013-10-05,325,0,78.5
2013-10-04,299,0,78.5
2013-10-03,232,0,78.5
2013-10-02,223,0,78.5
2013-10-01,235,0,79
2013-09-30,239,0,79
2013-09-29,244,0,79
2013-09-28,254,0,79
2013-09-27,274,0,80.5
2013-09-26,277,0,80.5
2013-09-25,305,0,80.5
2013-09-24,314,0,80.5
2013-09-23,328,0,80.5
2013-09-22,322,0,80.5
2013-09-21,322,0,82
2013-09-20,343,0,82
2013-09-19,370,0,82
2013-09-18,392,0,82
2013-09-17,408,0,82
2013-09-16,418,0,82
2013-09-15,434,0,82
2013-09-14,464,0,82
2013-09-13,489,0,84
2013-09-12,489,0,84
2013-09-11,464,0,84
2013-09-10,411,0,84
2013-09-09,340,0,84
2013-09-08,235,0,84
2013-09-07,228,0,86
2013-09-06,223,0,87
2013-09-05,225,0,89
2013-09-04,214,0,90
2013-09-03,216,0,92
2013-09-02,228,0,92
2013-09-01,242,0,94
2013-08-31,272,0,97
2013-08-30,272,0,97
2013-08-29,299,0,97
2013-08-28,302,0,97
2013-08-27,294,0,97
2013-08-26,277,0,97
2013-08-25,331,0,97
2013-08-24,340,0,97
2013-08-23,294,0,97
2013-08-22,305,0,97
2013-08-21,340,0,97
2013-08-20,352,0,97
2013-08-19,395,0,97
2013-08-18,408,0,97
2013-08-17,441,0,97
2013-08-16,485,0,97
2013-08-15,478,0,97
2013-08-14,444,0,97
2013-08-13,434,0,97.5
2013-08-12,414,0,97.5
2013-08-11,401,0,97.5
2013-08-10,385,0,97.5
2013-08-09,373,0,97.5
2013-08-08,358,0,97.5
2013-08-07,346,0,97.5
2013-08-06,343,0,97.5
2013-08-05,340,0,97.5
2013-08-04,331,0,96
2013-08-03,277,0,96
2013-08-02,235,0,96
2013-08-01,223,0,92
2013-07-31,223,0,92
2013-07-30,225,0,92
2013-07-29,225,0,88
2013-07-28,228,0,88
2013-07-27,228,0,88
2013-07-26,232,0,88
2013-07-25,232,0,87
2013-07-24,239,0,86
2013-07-23,232,0,85
2013-07-22,228,0,85
2013-07-21,223,0,85
2013-07-20,216,0,85
2013-07-19,202,0,83.5
2013-07-18,172,0,83.5
2013-07-17,142,0,80
2013-07-16,141,0,79
2013-07-15,137,0,78
2013-07-14,133,0,77
2013-07-13,128,0,77
2013-07-12,121,0,76
2013-07-11,117,0,76
2013-07-10,112,0,76
2013-07-09,107,0,76
2013-07-08,104,0,76
2013-07-07,98,0,74
2013-07-06,95,0,73
2013-07-05,90,0,73
2013-07-04,87,0,73
2013-07-03,84,0,73
2013-07-02,81,0,71
2013-07-01,80,0,70
2013-06-30,79,0,69
2013-06-29,77,0,67.5
2013-06-28,79,0,67.5
2013-06-27,-999,0,67.5
2013-06-26,-999,0,67.5
2013-06-25,-999,0,65
2013-06-24,-999,0,63.5
2013-06-23,-999,0,63.5
2013-06-22,-999,0,63.5
